,17_group,18_group,blended,fall_1,fall_2,fall_3,id,is_first_place,is_first_time,is_last_place,is_mi,is_ml_student,percentile,rating,spring_1,spring_2,spring_3,timestamp
152,0.0,181.0,,Безопасность компьютерных систем,Высокопроизводительные вычисления,Матричные вычисления,67e3336ac46b6030f7b25853154783c6,False,Да,False,0.0,0.0,0.06726457399103136,740,Дискретная оптимизация,Машинное обучение 2,Системы баз данных,2020-05-18 22:00:56.974
153,0.0,183.0,,Моделирование временных рядов,Сбор и обработка данных с помощью краудсорсинга,Матричные вычисления,1ed2386f4de225ae7aa6cfd5772d9c50,False,Да,False,0.0,0.0,0.874439461883408,548,Дополнительные главы прикладной статистики,Численные методы,Анализ данных в бизнесе,2020-05-18 22:05:04.310
154,0.0,187.0,,Безопасность компьютерных систем,Язык SQL,Матричные вычисления,00b40fe7dbfd23e5daba765244509415,False,Да,False,0.0,0.0,0.8968609865470852,542,Промышленное программирование на языке Java,Компьютерные сети,Анализ данных в бизнесе,2020-05-18 22:08:11.668
155,0.0,188.0,,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,Высокопроизводительные вычисления,cfe9fd28e4cbe0b46594b21f3067e30a,False,Да,False,0.0,0.0,0.8565022421524664,553,Промышленное программирование на языке Java,Анализ данных в бизнесе,Системы баз данных,2020-05-18 22:08:14.176
156,0.0,186.0,,Высокопроизводительные вычисления,Язык SQL,Моделирование временных рядов,f81cc449798c2d8971612dc9a749ad2a,False,Нет,False,0.0,0.0,0.4708520179372198,637,Компьютерные сети,Анализ данных в бизнесе,Дискретная оптимизация,2020-05-18 22:09:23.107
157,0.0,186.0,,Сбор и обработка данных с помощью краудсорсинга,Безопасность компьютерных систем,Моделирование временных рядов,dbcac463fe0b6294743107a9e74356c5,False,Нет,False,0.0,0.0,0.9551569506726457,525,Машинное обучение 2,Компьютерные сети,Промышленное программирование на языке Java,2020-05-18 22:09:59.005
158,0.0,188.0,,Моделирование временных рядов,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,68f1b5165e9e310fcf920fb903117061,False,Да,False,1.0,0.0,0.4663677130044843,638,Промышленное программирование на языке Java,Анализ данных в бизнесе,Компьютерные сети,2020-05-18 22:15:33.760
159,0.0,187.0,,Высокопроизводительные вычисления,Безопасность компьютерных систем,Язык SQL,b4f1f195bd1bc63490a7bc42275a71cd,False,Да,True,0.0,0.0,0.9192825112107623,536,Компьютерные сети,Промышленное программирование на языке Java,Дискретная оптимизация,2020-05-18 22:15:41.331
160,0.0,185.0,,Сбор и обработка данных с помощью краудсорсинга,Безопасность компьютерных систем,Statistical Learning Theory,54b211907aac0ebbb8f853ab1fc4eecb,False,Да,False,0.0,0.0,0.2869955156950673,676,Машинное обучение 2,Системы баз данных,Промышленное программирование на языке Java,2020-05-18 22:17:10.606
161,0.0,183.0,,Язык SQL,Теория баз данных,Безопасность компьютерных систем,c7544f6c00a5164efdef675410d62e94,False,Да,False,0.0,0.0,0.7130044843049328,586,Промышленное программирование на языке Java,Дискретная оптимизация,Компьютерные сети,2020-05-18 22:20:36.242
162,0.0,187.0,,Безопасность компьютерных систем,Высокопроизводительные вычисления,Statistical Learning Theory,f2ed8115db45ef795ced2701fa86515d,False,Да,False,0.0,0.0,0.7668161434977578,574,Компьютерные сети,Системы баз данных,Машинное обучение 2,2020-05-18 22:24:55.160
163,0.0,188.0,,Безопасность компьютерных систем,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,40b18d40197e3db66312a026e06b8ff1,False,Нет,False,0.0,0.0,0.9865470852017937,515,Промышленное программирование на языке Java,Компьютерные сети,Анализ данных в бизнесе,2020-05-18 22:29:14.162
164,0.0,183.0,,Безопасность компьютерных систем,Высокопроизводительные вычисления,Язык SQL,851497aadac83e844753bb3b2163c79b,False,Да,False,0.0,0.0,0.3946188340807175,654,Промышленное программирование на языке Java,Компьютерные сети,Системы баз данных,2020-05-18 22:32:20.002
165,0.0,185.0,,Моделирование временных рядов,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,ddea5295ac96e74f05982e47c7ab4ff4,False,Да,False,0.0,0.0,0.6188340807174888,607,Промышленное программирование на языке Java,Машинное обучение 2,Анализ данных в бизнесе,2020-05-18 22:35:46.073
166,0.0,185.0,,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Матричные вычисления,227347077a7d1d0544ddf5643b97cf8c,False,Да,False,0.0,0.0,0.4887892376681614,633,Машинное обучение 2,Промышленное программирование на языке Java,Системы баз данных,2020-05-18 22:36:17.913
167,0.0,183.0,,Высокопроизводительные вычисления,Безопасность компьютерных систем,Язык SQL,73fc0f1b300e6e49167b5f771586fe20,False,Да,False,0.0,0.0,0.4439461883408071,643,Промышленное программирование на языке Java,Компьютерные сети,Системы баз данных,2020-05-18 22:48:12.780
168,0.0,187.0,,Безопасность компьютерных систем,Язык SQL,Теория баз данных,8aa0f1b7331b49464174b02cd693be52,False,Нет,False,0.0,0.0,0.7959641255605381,567,Компьютерные сети,Промышленное программирование на языке Java,Системы баз данных,2020-05-18 22:51:34.323
169,0.0,186.0,,Сбор и обработка данных с помощью краудсорсинга,Матричные вычисления,Безопасность компьютерных систем,5d9b916c90c54a5cba29b2618a029e66,False,Да,False,0.0,1.0,0.2376681614349776,687,Промышленное программирование на языке Java,Компьютерные сети,Дополнительные главы прикладной статистики,2020-05-18 22:52:21.920
170,0.0,183.0,,Безопасность компьютерных систем,Матричные вычисления,Моделирование временных рядов,6388c7920a7d454d2db81430f1f231c4,False,Да,False,0.0,0.0,0.6547085201793722,599,Промышленное программирование на языке Java,Компьютерные сети,Дискретная оптимизация,2020-05-18 22:56:27.522
171,0.0,183.0,,Моделирование временных рядов,Принятие решений в условиях риска и неопределённости,Statistical Learning Theory,abceddfa2fc4eae8cff4a4e712abb3fb,False,Да,False,0.0,1.0,0.3452914798206278,664,Машинное обучение 2,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,2020-05-18 23:01:03.214
172,0.0,182.0,,Безопасность компьютерных систем,Матричные вычисления,Язык SQL,6541d659f05e45043d1b65e98e16a718,False,Да,False,0.0,1.0,0.2645739910313901,681,Компьютерные сети,Промышленное программирование на языке Java,Дискретная оптимизация,2020-05-18 23:02:55.289
173,0.0,183.0,,Высокопроизводительные вычисления,Язык SQL,Безопасность компьютерных систем,45bb9abd8d10c9b079317e6807b53ea9,False,Да,False,0.0,0.0,0.2825112107623319,677,Компьютерные сети,Промышленное программирование на языке Java,Системы баз данных,2020-05-18 23:07:27.782
174,0.0,183.0,,Язык SQL,Высокопроизводительные вычисления,Теория баз данных,5a66e3b77559d14dd20fc4df99671688,False,Да,False,0.0,0.0,0.8071748878923767,564,Компьютерные сети,Промышленное программирование на языке Java,Дискретная оптимизация,2020-05-18 23:09:34.102
175,0.0,182.0,,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Безопасность компьютерных систем,8a1162ce3c94d8974210a24f4b4f5f74,False,Да,False,0.0,1.0,0.147982062780269,707,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Анализ данных в бизнесе,2020-05-18 23:10:18.303
176,0.0,183.0,,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,3d67beeab64f7fe112a8d9e41efbe916,False,Да,False,0.0,1.0,0.1569506726457399,705,Промышленное программирование на языке Java,Компьютерные сети,Дискретная оптимизация,2020-05-18 23:10:31.329
177,0.0,183.0,,Язык SQL,Высокопроизводительные вычисления,Теория баз данных,813663487952e66e7c39d29b0931206d,False,Да,False,0.0,0.0,0.7174887892376682,585,Компьютерные сети,Промышленное программирование на языке Java,Дискретная оптимизация,2020-05-18 23:11:05.179
178,0.0,186.0,,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Матричные вычисления,1c91e6c5375cf4a1cba48bdca79f7a78,False,Да,False,0.0,1.0,0.1300448430493274,714,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Анализ данных в бизнесе,2020-05-18 23:22:00.010
179,0.0,183.0,,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Безопасность компьютерных систем,a1184a8dbbf9a7418b634339bed7e9b1,False,Нет,False,0.0,0.0,0.5067264573991032,629,Компьютерные сети,Промышленное программирование на языке Java,Системы баз данных,2020-05-18 23:25:19.491
180,0.0,186.0,,Безопасность компьютерных систем,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,7bf79897c5645954846e2e03ec803887,False,Да,False,0.0,1.0,0.399103139013453,653,Дискретная оптимизация,Компьютерные сети,Промышленное программирование на языке Java,2020-05-18 23:30:27.005
181,0.0,181.0,,Безопасность компьютерных систем,Высокопроизводительные вычисления,Теория баз данных,7e844607673355cefa63252f558b69cb,False,Да,False,0.0,1.0,0.2959641255605381,674,Компьютерные сети,Системы баз данных,Промышленное программирование на языке Java,2020-05-18 23:31:33.712
182,0.0,187.0,,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,79d226799eb1a34d5083fcc0ca933952,False,Да,False,0.0,1.0,0.1165919282511211,720,Промышленное программирование на языке Java,Компьютерные сети,Системы баз данных,2020-05-18 23:31:58.531
183,0.0,184.0,,Сбор и обработка данных с помощью краудсорсинга,Моделирование временных рядов,Теория баз данных,86c24daaa62246142d46ee58534a65e0,False,Нет,False,0.0,0.0,0.9394618834080718,530,Анализ данных в бизнесе,Численные методы,Системы баз данных,2020-05-18 23:35:28.235
184,0.0,186.0,,Теория баз данных,Принятие решений в условиях риска и неопределённости,Сбор и обработка данных с помощью краудсорсинга,f941beb89ecc5c59076bcfa79691116c,False,Да,False,1.0,0.0,0.6053811659192825,610,Промышленное программирование на языке Java,Анализ данных в бизнесе,Системы баз данных,2020-05-18 23:38:11.238
185,0.0,183.0,,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,Матричные вычисления,162cbdeec1b766ab857df93cdf9d65f4,False,Да,False,0.0,0.0,0.852017937219731,554,Анализ данных в бизнесе,Промышленное программирование на языке Java,Машинное обучение 2,2020-05-18 23:38:34.999
186,0.0,185.0,,Моделирование временных рядов,Язык SQL,Теория баз данных,addc4cb9d1641fa3f5dc02329c7e8d6c,False,Да,False,0.0,0.0,0.3094170403587444,671,Машинное обучение 2,Промышленное программирование на языке Java,Численные методы,2020-05-18 23:40:12.709
187,0.0,182.0,,Statistical Learning Theory,Безопасность компьютерных систем,Язык SQL,4ab8340cfb08da86c14a2cc3c3fad908,False,Да,False,0.0,1.0,0.2556053811659192,683,Дискретная оптимизация,Промышленное программирование на языке Java,Анализ данных в бизнесе,2020-05-18 23:43:04.866
188,0.0,184.0,,Безопасность компьютерных систем,Матричные вычисления,Высокопроизводительные вычисления,2b844a1be49f4ed2d578fb50b752883b,False,Да,False,0.0,1.0,0.2466367713004485,685,Дополнительные главы прикладной статистики,Дискретная оптимизация,Промышленное программирование на языке Java,2020-05-18 23:43:49.020
189,0.0,184.0,,Безопасность компьютерных систем,Statistical Learning Theory,Сбор и обработка данных с помощью краудсорсинга,b75b5f8abebf7faf4adbb6247d6d03bb,False,Нет,False,1.0,0.0,0.695067264573991,590,Анализ данных в бизнесе,Компьютерные сети,Машинное обучение 2,2020-05-18 23:47:37.254
190,0.0,183.0,,Безопасность компьютерных систем,Теория баз данных,Высокопроизводительные вычисления,95cf121698ebc89ac0cf74625d714d1d,False,Да,False,0.0,0.0,0.1928251121076233,696,Промышленное программирование на языке Java,Системы баз данных,Компьютерные сети,2020-05-18 23:48:02.373
191,0.0,188.0,,Высокопроизводительные вычисления,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,bc4974fa622838af7586a7b67d1f3a28,False,Да,False,0.0,0.0,0.5695067264573991,617,Компьютерные сети,Промышленное программирование на языке Java,Машинное обучение 2,2020-05-18 23:51:24.574
192,0.0,186.0,,Безопасность компьютерных систем,Моделирование временных рядов,Язык SQL,d5557a9bcd58a786fa8d5aab48b82ddf,False,Нет,False,0.0,1.0,0.125560538116592,718,Компьютерные сети,Промышленное программирование на языке Java,Дискретная оптимизация,2020-05-18 23:53:18.550
193,0.0,188.0,,Сбор и обработка данных с помощью краудсорсинга,Принятие решений в условиях риска и неопределённости,Высокопроизводительные вычисления,6a93b58f867db41e822a03c26c1bd428,False,Да,False,0.0,0.0,0.7533632286995515,577,Системы баз данных,Численные методы,Анализ данных в бизнесе,2020-05-18 23:54:02.617
194,0.0,188.0,,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Высокопроизводительные вычисления,47e2d8bbb630bc2d9b3fbf98fe77cffb,False,Нет,False,0.0,0.0,0.5762331838565022,616,Компьютерные сети,Промышленное программирование на языке Java,Машинное обучение 2,2020-05-18 23:55:41.196
195,0.0,184.0,,Моделирование временных рядов,Матричные вычисления,Принятие решений в условиях риска и неопределённости,5ab47e4eef1a7c1899da4da200049038,False,Да,False,1.0,0.0,0.4170403587443946,649,Численные методы,Анализ данных в бизнесе,Дополнительные главы прикладной статистики,2020-05-18 23:55:54.625
196,0.0,185.0,,Язык SQL,Безопасность компьютерных систем,Теория баз данных,f7f123322f77fd451a30ed4979c323fc,False,Нет,False,0.0,0.0,0.7488789237668161,578,Промышленное программирование на языке Java,Компьютерные сети,Системы баз данных,2020-05-18 23:59:29.314
197,0.0,188.0,,Высокопроизводительные вычисления,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,840e108d7366fbf4f985f267c74ad523,False,Нет,False,0.0,0.0,0.2914798206278026,675,Компьютерные сети,Промышленное программирование на языке Java,Машинное обучение 2,2020-05-19 00:00:51.191
198,0.0,187.0,,Безопасность компьютерных систем,Язык SQL,Высокопроизводительные вычисления,efc406545c2b0e958ec89b4c1e4f7a28,False,Да,False,0.0,0.0,0.5829596412556054,615,Системы баз данных,Компьютерные сети,Машинное обучение 2,2020-05-19 00:09:12.146
199,0.0,181.0,,Матричные вычисления,Statistical Learning Theory,Высокопроизводительные вычисления,cef7df6fa798b759b2a5763b7d0c5d38,False,Да,False,0.0,0.0,0.04932735426008972,750,Компьютерные сети,Дискретная оптимизация,Промышленное программирование на языке Java,2020-05-19 00:21:41.444
200,0.0,182.0,,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Statistical Learning Theory,04f9a2dd035a040318ecd064959df3a0,False,Да,False,0.0,1.0,0.02690582959641252,757,Промышленное программирование на языке Java,Компьютерные сети,Дискретная оптимизация,2020-05-19 00:22:56.525
201,0.0,181.0,,Высокопроизводительные вычисления,Безопасность компьютерных систем,Язык SQL,c7f617262a8d9350bcbba27f6d65d86a,False,Нет,False,0.0,0.0,0.7085201793721974,587,Машинное обучение 2,Машинное обучение 2,Компьютерные сети,2020-05-19 00:23:18.680
202,0.0,181.0,,Высокопроизводительные вычисления,Безопасность компьютерных систем,Язык SQL,bbc73542db4946bde4d115b4dd944427,False,Нет,False,0.0,0.0,0.6098654708520179,609,Машинное обучение 2,Компьютерные сети,Дискретная оптимизация,2020-05-19 00:23:26.728
203,0.0,188.0,,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,b5548f676fbdd51ea08b8c3cc6c81105,False,Да,False,0.0,0.0,0.726457399103139,583,Компьютерные сети,Системы баз данных,Системы баз данных,2020-05-19 01:06:33.901
204,0.0,181.0,,Statistical Learning Theory,Моделирование временных рядов,Сбор и обработка данных с помощью краудсорсинга,1386d00c9c8229c2be3c0956949ee122,False,Да,False,0.0,0.0,0.8878923766816144,545,Машинное обучение 2,Дискретная оптимизация,Численные методы,2020-05-19 01:15:42.891
205,0.0,185.0,,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Высокопроизводительные вычисления,c154bbf18efdd4d760e52155eaa87929,False,Да,False,1.0,0.0,0.4798206278026906,635,Компьютерные сети,Машинное обучение 2,Промышленное программирование на языке Java,2020-05-19 03:24:28.918
206,0.0,181.0,,Язык SQL,Statistical Learning Theory,Высокопроизводительные вычисления,4d7035f3a6d0c55c4fbcf4031679545a,False,Да,False,0.0,0.0,0.5515695067264574,621,Машинное обучение 2,Компьютерные сети,Анализ данных в бизнесе,2020-05-19 18:12:01.600
207,0.0,188.0,,Принятие решений в условиях риска и неопределённости,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,7a21ef645ecb42198be493dd65320e78,False,Да,True,0.0,0.0,0.9955156950672646,495,Анализ данных в бизнесе,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,2020-05-20 11:34:10.787
208,0.0,185.0,,Безопасность компьютерных систем,Теория баз данных,Язык SQL,bd416140ecdb32b6dbd7f40820bf63b1,False,Да,False,0.0,0.0,0.9775784753363229,518,Машинное обучение 2,Компьютерные сети,Промышленное программирование на языке Java,2020-05-20 11:49:38.801
209,0.0,184.0,,Теория баз данных,Безопасность компьютерных систем,Моделирование временных рядов,e6f5eb76b34e7ab7bac753e6cb0a2279,False,Да,False,0.0,0.0,0.484304932735426,634,Компьютерные сети,Промышленное программирование на языке Java,Анализ данных в бизнесе,2020-05-20 11:57:07.326
210,0.0,188.0,,Язык SQL,Теория баз данных,Безопасность компьютерных систем,1341f488fae5f1ccf164960fd6506cd0,False,Да,False,0.0,0.0,0.7219730941704036,584,Промышленное программирование на языке Java,Компьютерные сети,Системы баз данных,2020-05-21 16:33:15.899
211,0.0,186.0,,Теория баз данных,Высокопроизводительные вычисления,Безопасность компьютерных систем,04bcb5c9d23813ffa940e1febb27fadc,False,Нет,False,0.0,0.0,0.4304932735426009,646,Компьютерные сети,Дискретная оптимизация,Машинное обучение 2,2020-05-24 01:21:31.946
212,0.0,188.0,,Безопасность компьютерных систем,Язык SQL,Высокопроизводительные вычисления,9d19b0d5f4fc8d7edc2258406f872c4e,False,,False,0.0,0.0,0.1973094170403588,695,Компьютерные сети,Дискретная оптимизация,Численные методы,2020-05-24 01:23:31.946
213,172.0,0.0,DevOps,Безопасность компьютерных систем,Глубинное обучение в обработке звука,Байесовские методы машинного обучения,d555d2805e1d93d4f023e57dc4c8f403,False,Да,True,0.0,0.0,0.9637681159420289,996,Компьютерное зрение,Обучение с подкреплением,Проектирование и разработка высоконагруженных сервисов,2020-05-14 20:23:21.662
214,176.0,0.0,DevOps,Безопасность компьютерных систем,Моделирование временных рядов,Statistical Learning Theory,253bbe1a2021d0404712a1e4acd22939,False,Да,False,0.0,0.0,0.6739130434782609,1106,Проектирование и разработка высоконагруженных сервисов,Численные методы,Методы сжатия и передачи медиаданных,2020-05-14 20:47:13.833
215,172.0,0.0,DevOps,Безопасность компьютерных систем,Анализ неструктурированных данных,Глубинное обучение в обработке звука,881b1a6fda195b354ae2edb396a69f5d,False,Да,False,0.0,0.0,0.782608695652174,1084,Компьютерное зрение,Проектирование и разработка высоконагруженных сервисов,Генеративные модели в машинном обучении,2020-05-14 20:52:42.734
216,171.0,0.0,DevOps,Глубинное обучение в обработке звука,Statistical Learning Theory,Сбор и обработка данных с помощью краудсорсинга,5a9b8ac11ad05b39a58b0e04a263bf4c,False,Да,False,0.0,0.0,0.4420289855072463,1170,Конфликты и кооперация,Обучение с подкреплением,Генеративные модели в машинном обучении,2020-05-14 21:03:02.916
217,176.0,0.0,DevOps,Безопасность компьютерных систем,Высокопроизводительные вычисления,Анализ неструктурированных данных,1bbbfae51794b83c769b634be8da7b8d,False,Да,False,0.0,0.0,0.7898550724637681,1078,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Конфликты и кооперация,2020-05-14 21:10:54.945
218,176.0,0.0,DevOps,Безопасность компьютерных систем,Высокопроизводительные вычисления,Анализ неструктурированных данных,8c3aa7371731bef999519c3de2c47423,False,Да,False,0.0,0.0,0.6956521739130435,1101,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Конфликты и кооперация,2020-05-14 21:10:58.417
219,175.0,0.0,DevOps,Высокопроизводительные вычисления,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,1b7e1b30238f393811a2b48c6f6a060f,False,Да,False,0.0,0.0,0.5942028985507246,1129,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Компьютерное зрение,2020-05-14 21:11:10.168
220,175.0,0.0,DevOps,Высокопроизводительные вычисления,Безопасность компьютерных систем,Принятие решений в условиях риска и неопределённости,d670dfbe253658a4e427a5569c59de9e,False,Да,False,0.0,0.0,0.2681159420289855,1209,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Конфликты и кооперация,2020-05-14 21:22:23.394
221,173.0,0.0,Введение в дифференциальную геометрию,Statistical Learning Theory,Высокопроизводительные вычисления,Statistical Learning Theory,3a7326c9e355a67d3805824ca34c4bc5,True,Да,False,0.0,0.0,0.0,1457,Символьные вычисления,Численные методы,Символьные вычисления,2020-05-14 21:52:43.844
222,172.0,0.0,DevOps,Анализ неструктурированных данных,Глубинное обучение в обработке звука,Высокопроизводительные вычисления,2ca6917be428f8b84f6f15cdcbea2143,False,Да,False,0.0,0.0,0.8188405797101449,1071,Проектирование и разработка высоконагруженных сервисов,Обучение с подкреплением,Генеративные модели в машинном обучении,2020-05-14 22:00:50.760
223,172.0,0.0,DevOps,Байесовские методы машинного обучения,Сбор и обработка данных с помощью краудсорсинга,Анализ неструктурированных данных,3e88c8d53bcd73595d2bbcdd8c51c1bf,False,Да,True,0.0,0.0,0.6376811594202898,1118,Компьютерное зрение,Проектирование и разработка высоконагруженных сервисов,Обучение с подкреплением,2020-05-14 22:14:39.567
224,175.0,0.0,DevOps,Высокопроизводительные вычисления,Безопасность компьютерных систем,Моделирование временных рядов,308ec2ced0092de5474a1a8f4c0bfcfd,False,Да,False,0.0,0.0,0.1884057971014492,1237,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Численные методы,2020-05-14 22:44:48.487
225,175.0,0.0,DevOps,Безопасность компьютерных систем,Высокопроизводительные вычисления,Сбор и обработка данных с помощью краудсорсинга,8e8d87fd686122d2c061d7b1eea2d3c5,False,Да,False,0.0,0.0,0.2536231884057971,1217,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Генеративные модели в машинном обучении,2020-05-14 22:53:32.547
226,173.0,0.0,DevOps,Высокопроизводительные вычисления,Безопасность компьютерных систем,Statistical Learning Theory,5d1deb0ae3a69348a018881ac785fd90,False,Да,False,0.0,0.0,0.8260869565217391,1066,Методы сжатия и передачи медиаданных,Символьные вычисления,Компьютерное зрение,2020-05-14 22:57:27.437
227,176.0,0.0,DevOps,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Глубинное обучение в обработке звука,e242616383e4cb90672c3dbcf146bf3b,False,Да,False,0.0,0.0,0.1159420289855072,1273,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Компьютерное зрение,2020-05-14 23:16:27.078
228,175.0,0.0,Введение в дифференциальную геометрию,Высокопроизводительные вычисления,Безопасность компьютерных систем,Моделирование временных рядов,e22f8203911170e6b68b1b88cf85fee2,False,Да,False,0.0,0.0,0.1521739130434783,1247,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Численные методы,2020-05-14 23:31:44.702
229,173.0,0.0,DevOps,Высокопроизводительные вычисления,,,e0fceae1e285f737630bb6123a1bd85d,False,Да,False,0.0,0.0,0.3115942028985508,1203,Проектирование и разработка высоконагруженных сервисов,Проектирование и разработка высоконагруженных сервисов,Символьные вычисления,2020-05-14 23:33:21.310
230,173.0,0.0,Введение в дифференциальную геометрию,Байесовские методы машинного обучения,Statistical Learning Theory,Глубинное обучение в обработке звука,276e2ccf4903d4ddf856b20a2b08394e,False,Да,False,0.0,0.0,0.6231884057971014,1123,Конфликты и кооперация,Обучение с подкреплением,Символьные вычисления,2020-05-14 23:33:26.537
231,175.0,0.0,Соревновательный анализ данных,Анализ неструктурированных данных,Глубинное обучение в обработке звука,Байесовские методы машинного обучения,ea682b140a15d40156a00aaf0234a91e,False,Да,False,0.0,0.0,0.4347826086956522,1172,Обучение с подкреплением,Проектирование и разработка высоконагруженных сервисов,Генеративные модели в машинном обучении,2020-05-15 13:37:30.790
232,176.0,0.0,Соревновательный анализ данных,Высокопроизводительные вычисления,Statistical Learning Theory,Моделирование временных рядов,e6f751a81ab2d5197e8237a96656144d,False,Да,False,0.0,0.0,0.8840579710144928,1047,Проектирование и разработка высоконагруженных сервисов,Численные методы,Компьютерное зрение,2020-05-15 14:40:08.537
233,174.0,0.0,DevOps,Безопасность компьютерных систем,Моделирование временных рядов,Высокопроизводительные вычисления,594c54bb30547b44c9cc617aa2754f10,False,Да,False,0.0,0.0,0.07246376811594202,1293,Методы сжатия и передачи медиаданных,Компьютерное зрение,Проектирование и разработка высоконагруженных сервисов,2020-05-15 22:45:38.327
234,173.0,0.0,DevOps,Безопасность компьютерных систем,Анализ неструктурированных данных,Глубинное обучение в обработке звука,492c677be00bb8223ebbaffa3aff2549,False,Да,False,0.0,0.0,0.2608695652173914,1216,Проектирование и разработка высоконагруженных сервисов,Генеративные модели в машинном обучении,Обучение с подкреплением,2020-05-15 23:07:20.257
235,177.0,0.0,DevOps,Безопасность компьютерных систем,Высокопроизводительные вычисления,Сбор и обработка данных с помощью краудсорсинга,180cf0e0dc7a6f88e76e3076cb761d26,False,Да,False,0.0,0.0,0.8695652173913043,1051,Проектирование и разработка высоконагруженных сервисов,Конфликты и кооперация,Численные методы,2020-05-16 01:07:58.660
236,173.0,0.0,Введение в дифференциальную геометрию,Statistical Learning Theory,Байесовские методы машинного обучения,Высокопроизводительные вычисления,e86ac9984ebea336a2a71b6bd9929702,False,Да,False,0.0,0.0,0.1739130434782609,1240,Символьные вычисления,Компьютерное зрение,Проектирование и разработка высоконагруженных сервисов,2020-05-16 13:41:15.484
237,171.0,0.0,Соревновательный анализ данных,Анализ неструктурированных данных,Байесовские методы машинного обучения,Моделирование временных рядов,93c0280966ae263fe26c5d78f719f2ae,False,Да,False,0.0,0.0,0.1304347826086957,1265,Генеративные модели в машинном обучении,Компьютерное зрение,Обучение с подкреплением,2020-05-16 22:20:51.266
238,173.0,0.0,Введение в дифференциальную геометрию,Statistical Learning Theory,Байесовские методы машинного обучения,Моделирование временных рядов,fc833a2815fa010d53b0047244438d9d,False,Да,False,0.0,0.0,0.144927536231884,1250,Символьные вычисления,Компьютерное зрение,Конфликты и кооперация,2020-05-17 03:06:53.984
239,171.0,0.0,Соревновательный анализ данных,Анализ неструктурированных данных,Байесовские методы машинного обучения,Statistical Learning Theory,1a45910254951a8a55dd65cf4dc24b6d,False,Да,False,0.0,0.0,0.2826086956521739,1206,Компьютерное зрение,Обучение с подкреплением,Проектирование и разработка высоконагруженных сервисов,2020-05-17 11:16:46.730
240,173.0,0.0,Соревновательный анализ данных,Байесовские методы машинного обучения,Statistical Learning Theory,Моделирование временных рядов,b3cbd3541c0cf66ff4eb2bc1596bb149,False,Да,False,0.0,0.0,0.02173913043478259,1333,Символьные вычисления,Обучение с подкреплением,Генеративные модели в машинном обучении,2020-05-17 11:31:43.285
241,175.0,0.0,Введение в дифференциальную геометрию,Моделирование временных рядов,Безопасность компьютерных систем,Анализ неструктурированных данных,82bc94a50a6c08a67ad9bf3d9791c459,False,Да,False,0.0,0.0,0.3405797101449275,1199,Численные методы,Компьютерное зрение,Обучение с подкреплением,2020-05-17 13:02:46.680
242,172.0,0.0,DevOps,Анализ неструктурированных данных,Глубинное обучение в обработке звука,Высокопроизводительные вычисления,e11399490117e1913ae79d09a5a2b981,False,Да,False,0.0,0.0,0.855072463768116,1053,Обучение с подкреплением,Проектирование и разработка высоконагруженных сервисов,Компьютерное зрение,2020-05-17 14:16:14.335
