,17_group,18_group,blended,fall_1,fall_2,fall_3,id,is_first_place,is_first_time,is_last_place,is_mi,is_ml_student,percentile,rating,spring_1,spring_2,spring_3,timestamp
243,172.0,0.0,DevOps,Анализ неструктурированных данных,Сбор и обработка данных с помощью краудсорсинга,Безопасность компьютерных систем,a31027b4218c8cca257f9b9cd07791d2,False,Да,False,0.0,0.0,0.9130434782608696,1032,Обучение с подкреплением,Конфликты и кооперация,Компьютерное зрение,2020-05-17 14:35:15.171
244,171.0,0.0,DevOps,Байесовские методы машинного обучения,Высокопроизводительные вычисления,Анализ неструктурированных данных,fc8b84c5df1ea8bf6e5da51945124d57,False,Да,False,0.0,0.0,0.3043478260869565,1204,Проектирование и разработка высоконагруженных сервисов,Обучение с подкреплением,Компьютерное зрение,2020-05-17 14:43:12.815
245,172.0,0.0,DevOps,Байесовские методы машинного обучения,Анализ неструктурированных данных,Сбор и обработка данных с помощью краудсорсинга,674d6e333a907d65780e9618436f1952,False,Да,False,0.0,0.0,0.7101449275362319,1098,Обучение с подкреплением,Компьютерное зрение,Генеративные модели в машинном обучении,2020-05-17 14:54:06.245
246,172.0,0.0,DevOps,Безопасность компьютерных систем,Глубинное обучение в обработке звука,Моделирование временных рядов,71c8f779c794a59d749092a11a350557,False,Да,False,0.0,0.0,0.6014492753623188,1128,Обучение с подкреплением,Методы сжатия и передачи медиаданных,Компьютерное зрение,2020-05-17 14:56:23.645
247,172.0,0.0,DevOps,Сбор и обработка данных с помощью краудсорсинга,Анализ неструктурированных данных,Глубинное обучение в обработке звука,7134f24c241836458335aa3abb8d8727,False,Да,False,0.0,0.0,0.7463768115942029,1089,Обучение с подкреплением,Компьютерное зрение,Генеративные модели в машинном обучении,2020-05-17 15:43:40.067
248,172.0,0.0,DevOps,Анализ неструктурированных данных,Байесовские методы машинного обучения,Глубинное обучение в обработке звука,906692ccd33f59058380aac1598c5480,False,Нет,False,0.0,0.0,0.5471014492753623,1143,Обучение с подкреплением,Генеративные модели в машинном обучении,Компьютерное зрение,2020-05-17 15:55:40.828
249,171.0,0.0,Соревновательный анализ данных,Глубинное обучение в обработке звука,Анализ неструктурированных данных,Байесовские методы машинного обучения,757ce29d3647ee4aff21bc1a62849805,False,Да,False,0.0,0.0,0.4130434782608695,1181,Обучение с подкреплением,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,2020-05-17 16:08:17.948
250,172.0,0.0,Соревновательный анализ данных,Сбор и обработка данных с помощью краудсорсинга,Анализ неструктурированных данных,Глубинное обучение в обработке звука,2e04f9bc8796f095ed7b9c7941df91a6,False,Да,False,0.0,0.0,0.7971014492753623,1077,Обучение с подкреплением,Конфликты и кооперация,Компьютерное зрение,2020-05-17 16:17:12.292
251,171.0,0.0,Соревновательный анализ данных,Байесовские методы машинного обучения,Анализ неструктурированных данных,Глубинное обучение в обработке звука,976376a468b8f4d1e3c48f7acb29c2e4,False,Да,False,0.0,0.0,0.4492753623188406,1167,Обучение с подкреплением,Генеративные модели в машинном обучении,Компьютерное зрение,2020-05-17 16:35:49.284
252,171.0,0.0,DevOps,Анализ неструктурированных данных,Сбор и обработка данных с помощью краудсорсинга,Глубинное обучение в обработке звука,c39a1776d2509b6383ab9a7af9cba0ca,False,Да,False,0.0,0.0,0.4782608695652174,1162,Обучение с подкреплением,Компьютерное зрение,Конфликты и кооперация,2020-05-17 17:59:12.470
253,172.0,0.0,Соревновательный анализ данных,Анализ неструктурированных данных,Моделирование временных рядов,Сбор и обработка данных с помощью краудсорсинга,c1e88502b6673d22c38ee1352e3a1dd9,False,Да,True,0.0,0.0,0.9710144927536232,985,Обучение с подкреплением,Компьютерное зрение,Генеративные модели в машинном обучении,2020-05-17 18:04:39.903
254,172.0,0.0,Соревновательный анализ данных,Сбор и обработка данных с помощью краудсорсинга,Моделирование временных рядов,Анализ неструктурированных данных,bba51e2f648cb3323b96858a404dacea,False,Да,False,0.0,0.0,0.8623188405797102,1052,Методы сжатия и передачи медиаданных,Обучение с подкреплением,Численные методы,2020-05-17 18:29:44.851
255,171.0,0.0,DevOps,Байесовские методы машинного обучения,Анализ неструктурированных данных,Глубинное обучение в обработке звука,d028e00edda581b07bcbe6b841e6dc39,False,Да,False,0.0,0.0,0.1666666666666666,1242,Обучение с подкреплением,Генеративные модели в машинном обучении,Компьютерное зрение,2020-05-17 19:44:23.500
256,171.0,0.0,DevOps,Байесовские методы машинного обучения,Глубинное обучение в обработке звука,Анализ неструктурированных данных,840716fde17a536f5e067546ab49a8a7,False,Да,False,0.0,0.0,0.02898550724637683,1325,Генеративные модели в машинном обучении,Компьютерное зрение,Обучение с подкреплением,2020-05-17 22:08:57.825
257,171.0,0.0,Соревновательный анализ данных,Байесовские методы машинного обучения,Statistical Learning Theory,Сбор и обработка данных с помощью краудсорсинга,c93289511bf5625a199d4ae9b889a06a,False,Да,False,0.0,0.0,0.4927536231884058,1159,Обучение с подкреплением,Компьютерное зрение,Численные методы,2020-05-17 23:01:57.047
258,171.0,0.0,DevOps,Анализ неструктурированных данных,Глубинное обучение в обработке звука,Безопасность компьютерных систем,2d23e58ee8e952b48da12adcb71f2db0,False,Да,False,0.0,0.0,0.5652173913043479,1138,Обучение с подкреплением,Методы сжатия и передачи медиаданных,Компьютерное зрение,2020-05-18 00:11:46.477
259,172.0,0.0,DevOps,Анализ неструктурированных данных,Глубинное обучение в обработке звука,Сбор и обработка данных с помощью краудсорсинга,db450211a009799155ed6494957be8c7,False,Да,False,0.0,0.0,0.3985507246376812,1183,Обучение с подкреплением,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,2020-05-18 10:22:57.608
260,171.0,0.0,DevOps,Байесовские методы машинного обучения,Анализ неструктурированных данных,Сбор и обработка данных с помощью краудсорсинга,d81070e804b5757d118efba759e707e8,False,Да,False,0.0,0.0,0.2173913043478261,1228,Обучение с подкреплением,Компьютерное зрение,Проектирование и разработка высоконагруженных сервисов,2020-05-18 10:52:37.684
261,173.0,0.0,Соревновательный анализ данных,Statistical Learning Theory,Моделирование временных рядов,Глубинное обучение в обработке звука,ce2a9120d5581dcd8bd0d6252918c9ec,False,Да,False,0.0,0.0,0.7028985507246377,1100,Компьютерное зрение,Символьные вычисления,Методы сжатия и передачи медиаданных,2020-05-18 11:19:43.926
262,175.0,0.0,DevOps,Высокопроизводительные вычисления,Сбор и обработка данных с помощью краудсорсинга,Моделирование временных рядов,7fe7df0d207babbf30249b3063ac1f26,False,Да,False,0.0,0.0,0.007246376811594235,1365,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Методы сжатия и передачи медиаданных,2020-05-18 12:39:47.722
263,175.0,0.0,DevOps,Высокопроизводительные вычисления,Сбор и обработка данных с помощью краудсорсинга,Моделирование временных рядов,5d76b97bcf684f8a1ec03057dd94d416,False,Да,False,0.0,0.0,0.1376811594202898,1257,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Методы сжатия и передачи медиаданных,2020-05-18 12:40:49.066
264,175.0,0.0,DevOps,Высокопроизводительные вычисления,Безопасность компьютерных систем,Анализ неструктурированных данных,df4d59dca630b474f77b0103cac53b52,False,Да,False,0.0,0.0,0.1594202898550725,1246,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Конфликты и кооперация,2020-05-18 12:49:52.430
265,172.0,0.0,Соревновательный анализ данных,Сбор и обработка данных с помощью краудсорсинга,Анализ неструктурированных данных,Глубинное обучение в обработке звука,29d0fcf21c4db938fae688bb09078f8d,False,Да,False,0.0,0.0,0.4565217391304348,1166,Конфликты и кооперация,Обучение с подкреплением,Компьютерное зрение,2020-05-18 13:07:09.499
266,173.0,0.0,Введение в дифференциальную геометрию,Безопасность компьютерных систем,Statistical Learning Theory,Моделирование временных рядов,4df9699d2022802f80b3e6426d6976d7,False,Да,False,0.0,0.0,0.1086956521739131,1276,Компьютерное зрение,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,2020-05-18 13:24:26.832
267,171.0,0.0,DevOps,Байесовские методы машинного обучения,Анализ неструктурированных данных,Глубинное обучение в обработке звука,9775834d44b69d181c5fb0c0af57c783,False,Да,False,0.0,0.0,0.2101449275362319,1231,Обучение с подкреплением,Генеративные модели в машинном обучении,Компьютерное зрение,2020-05-18 13:31:45.687
268,176.0,0.0,DevOps,Высокопроизводительные вычисления,Безопасность компьютерных систем,Моделирование временных рядов,6ef08b5cfd42ecdd713466cb4b7b41b7,False,Да,False,0.0,0.0,0.5579710144927537,1139,Конфликты и кооперация,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,2020-05-18 13:43:47.600
269,172.0,0.0,DevOps,Анализ неструктурированных данных,Сбор и обработка данных с помощью краудсорсинга,Моделирование временных рядов,c749f69f66d40cdfb3821745951be896,False,Да,False,0.0,0.0,0.9347826086956522,1017,Обучение с подкреплением,Проектирование и разработка высоконагруженных сервисов,Компьютерное зрение,2020-05-18 13:51:01.165
270,171.0,0.0,DevOps,Анализ неструктурированных данных,Безопасность компьютерных систем,Байесовские методы машинного обучения,fecff7bd30995d16b59fb392d47b3760,False,Да,False,0.0,0.0,0.09420289855072461,1278,Обучение с подкреплением,Компьютерное зрение,Генеративные модели в машинном обучении,2020-05-18 14:29:51.415
271,177.0,0.0,Введение в дифференциальную геометрию,Глубинное обучение в обработке звука,Сбор и обработка данных с помощью краудсорсинга,Моделирование временных рядов,15163c0c088c0ba42e1c77c9f3eabc81,False,Да,False,0.0,0.0,0.2028985507246377,1235,Конфликты и кооперация,Методы сжатия и передачи медиаданных,Символьные вычисления,2020-05-18 14:34:20.443
272,175.0,0.0,DevOps,Высокопроизводительные вычисления,Высокопроизводительные вычисления,Высокопроизводительные вычисления,0d85933f07516e8871e9415c1d95ddbe,False,Да,False,0.0,0.0,0.3188405797101449,1202,Методы сжатия и передачи медиаданных,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,2020-05-18 14:55:38.053
273,171.0,0.0,Соревновательный анализ данных,Statistical Learning Theory,Сбор и обработка данных с помощью краудсорсинга,Байесовские методы машинного обучения,f36d508e6129c7b248cc707b71c2a551,False,Да,False,0.0,0.0,0.3913043478260869,1184,Компьютерное зрение,Генеративные модели в машинном обучении,Численные методы,2020-05-18 15:11:26.093
274,175.0,0.0,DevOps,Глубинное обучение в обработке звука,Безопасность компьютерных систем,Высокопроизводительные вычисления,a207faa550aba9ebf30537be445012cc,False,Да,False,0.0,0.0,0.1811594202898551,1238,Проектирование и разработка высоконагруженных сервисов,Обучение с подкреплением,Компьютерное зрение,2020-05-18 15:22:11.990
275,176.0,0.0,DevOps,Глубинное обучение в обработке звука,Высокопроизводительные вычисления,Безопасность компьютерных систем,5bb63d6635c5f4c530b727fe1d6d84bf,False,Да,False,0.0,0.0,0.4202898550724637,1178,Методы сжатия и передачи медиаданных,Конфликты и кооперация,Численные методы,2020-05-18 15:27:11.546
276,173.0,0.0,Введение в дифференциальную геометрию,Statistical Learning Theory,Высокопроизводительные вычисления,Байесовские методы машинного обучения,8cc921fb155319d983cf72e9a6e8caa8,False,Да,False,0.0,0.0,0.3260869565217391,1201,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Символьные вычисления,2020-05-18 17:26:18.170
277,173.0,0.0,Введение в дифференциальную геометрию,Statistical Learning Theory,Байесовские методы машинного обучения,Безопасность компьютерных систем,1da702d51a0a1829bb1bc33011aec5f0,False,Да,False,0.0,0.0,0.5217391304347826,1148,Проектирование и разработка высоконагруженных сервисов,Компьютерное зрение,Символьные вычисления,2020-05-18 17:29:43.114
278,175.0,0.0,DevOps,Высокопроизводительные вычисления,Сбор и обработка данных с помощью краудсорсинга,Statistical Learning Theory,39e61b4b01ae9201a1e0f89e36e7882e,False,Да,False,0.0,0.0,0.1014492753623188,1277,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Компьютерное зрение,2020-05-18 18:01:57.138
279,177.0,0.0,Введение в дифференциальную геометрию,Принятие решений в условиях риска и неопределённости,Моделирование временных рядов,Глубинное обучение в обработке звука,93da3d13e0ae40a97367b0c16d497399,False,Да,False,0.0,0.0,0.7391304347826086,1090,Конфликты и кооперация,Методы сжатия и передачи медиаданных,Символьные вычисления,2020-05-18 18:04:18.543
280,176.0,0.0,DevOps,Высокопроизводительные вычисления,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,c976c868dd660e792ab82ba8d9e02506,False,Да,False,0.0,0.0,0.7536231884057971,1087,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Компьютерное зрение,2020-05-18 18:13:35.809
281,173.0,0.0,Введение в дифференциальную геометрию,Statistical Learning Theory,Моделирование временных рядов,Высокопроизводительные вычисления,fe631bea98b075dd781e11df3987533b,False,Да,False,0.0,0.0,0.7753623188405797,1085,Символьные вычисления,Конфликты и кооперация,Численные методы,2020-05-18 18:14:38.722
282,173.0,0.0,DevOps,Принятие решений в условиях риска и неопределённости,Моделирование временных рядов,Глубинное обучение в обработке звука,f2e1cfc27a724879ac2a8c98004c14b0,False,Да,False,0.0,0.0,0.9782608695652174,981,Обучение с подкреплением,Компьютерное зрение,Методы сжатия и передачи медиаданных,2020-05-18 18:22:26.260
283,172.0,0.0,Соревновательный анализ данных,Сбор и обработка данных с помощью краудсорсинга,Моделирование временных рядов,Анализ неструктурированных данных,6338b6eeb16faedc58d30d2f45c89a4c,False,Да,False,0.0,0.0,0.5797101449275363,1132,Обучение с подкреплением,Конфликты и кооперация,Компьютерное зрение,2020-05-18 18:24:13.190
284,173.0,0.0,Введение в дифференциальную геометрию,Безопасность компьютерных систем,Безопасность компьютерных систем,Безопасность компьютерных систем,7fcf56aae6836855a689000a50e80360,False,Да,False,0.0,0.0,0.536231884057971,1145,Символьные вычисления,Символьные вычисления,Символьные вычисления,2020-05-18 18:27:32.822
285,174.0,0.0,Соревновательный анализ данных,Statistical Learning Theory,Анализ неструктурированных данных,Сбор и обработка данных с помощью краудсорсинга,3da8ee30604398faa671135cebe8f982,False,Да,False,0.0,0.0,0.6159420289855073,1124,Обучение с подкреплением,Конфликты и кооперация,Компьютерное зрение,2020-05-18 18:52:16.361
286,176.0,0.0,DevOps,Безопасность компьютерных систем,Высокопроизводительные вычисления,Глубинное обучение в обработке звука,48f0ae24c435e6d7330ffc82eec05483,False,Да,False,0.0,0.0,0.5144927536231885,1154,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Компьютерное зрение,2020-05-18 19:08:48.366
287,171.0,0.0,DevOps,Глубинное обучение в обработке звука,Анализ неструктурированных данных,Байесовские методы машинного обучения,31c9900033ce01dd1365a6b6a350c3bb,False,Да,False,0.0,0.0,0.4057971014492754,1182,Обучение с подкреплением,Компьютерное зрение,Генеративные модели в машинном обучении,2020-05-18 19:11:48.357
288,172.0,0.0,Соревновательный анализ данных,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Моделирование временных рядов,0c0cbdd1a309c1d1fd8993c4dc907bb5,False,Да,False,0.0,0.0,0.8333333333333334,1065,Компьютерное зрение,Методы сжатия и передачи медиаданных,Генеративные модели в машинном обучении,2020-05-18 19:36:56.962
289,172.0,0.0,DevOps,Statistical Learning Theory,Анализ неструктурированных данных,Сбор и обработка данных с помощью краудсорсинга,573e2218c3fe3ffc1894edc12432d315,False,Да,False,0.0,0.0,0.5869565217391304,1131,Обучение с подкреплением,Конфликты и кооперация,Компьютерное зрение,2020-05-18 20:00:36.456
290,171.0,0.0,DevOps,Анализ неструктурированных данных,Глубинное обучение в обработке звука,Байесовские методы машинного обучения,9a66d84568b8017d98eb2e678b57296b,False,Нет,False,0.0,0.0,0.2934782608695652,1205,Обучение с подкреплением,Генеративные модели в машинном обучении,Компьютерное зрение,2020-05-18 20:23:36.111
291,172.0,0.0,Соревновательный анализ данных,Анализ неструктурированных данных,Глубинное обучение в обработке звука,Байесовские методы машинного обучения,f602211b88a96890ce75e36a390705b8,False,Да,False,0.0,0.0,0.3333333333333334,1200,Генеративные модели в машинном обучении,Компьютерное зрение,Обучение с подкреплением,2020-05-18 20:29:44.305
292,171.0,0.0,Соревновательный анализ данных,Анализ неструктурированных данных,Сбор и обработка данных с помощью краудсорсинга,Глубинное обучение в обработке звука,e3b41563b7ea61def9fdd3623df1c783,False,Да,False,0.0,0.0,0.2246376811594203,1224,Обучение с подкреплением,Конфликты и кооперация,Компьютерное зрение,2020-05-18 20:32:09.046
293,174.0,0.0,Введение в дифференциальную геометрию,Анализ неструктурированных данных,Байесовские методы машинного обучения,Моделирование временных рядов,7f98e4487c7a910567f2d841e5e764c3,True,Да,False,0.0,0.0,0.05072463768115942,1300,Обучение с подкреплением,Численные методы,Генеративные модели в машинном обучении,2020-05-18 20:43:18.763
294,175.0,0.0,Соревновательный анализ данных,Высокопроизводительные вычисления,Глубинное обучение в обработке звука,Сбор и обработка данных с помощью краудсорсинга,83981d0841bbb56201e68b2cba8dd87d,False,Да,False,0.0,0.0,0.3768115942028986,1191,Методы сжатия и передачи медиаданных,Проектирование и разработка высоконагруженных сервисов,Конфликты и кооперация,2020-05-18 20:54:39.736
295,171.0,0.0,Соревновательный анализ данных,Байесовские методы машинного обучения,Statistical Learning Theory,Глубинное обучение в обработке звука,ffc04c64d068f8d85e4dc44e7f297ecc,False,Нет,False,0.0,0.0,0.4710144927536232,1163,Обучение с подкреплением,Генеративные модели в машинном обучении,Компьютерное зрение,2020-05-18 21:00:45.274
296,175.0,0.0,DevOps,Высокопроизводительные вычисления,Анализ неструктурированных данных,Глубинное обучение в обработке звука,3d1f14bf03e6eee14d833c45ccff2283,False,Да,False,0.0,0.0,0.1956521739130435,1236,Проектирование и разработка высоконагруженных сервисов,Компьютерное зрение,Методы сжатия и передачи медиаданных,2020-05-18 21:05:56.170
297,172.0,0.0,DevOps,Анализ неструктурированных данных,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,fa61e55c68763160d0fffe57dab37af9,False,Да,False,0.0,0.0,0.6304347826086957,1121,Обучение с подкреплением,Компьютерное зрение,Генеративные модели в машинном обучении,2020-05-18 21:09:04.370
298,172.0,0.0,DevOps,Анализ неструктурированных данных,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,e0a59b2b04663ea386d2cac7b876952e,False,Да,False,0.0,0.0,0.7318840579710144,1091,Обучение с подкреплением,Компьютерное зрение,Конфликты и кооперация,2020-05-18 21:14:10.549
299,176.0,0.0,DevOps,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Моделирование временных рядов,ba4091ee80dd63a042464dbd2a7e3363,False,Да,False,0.0,0.0,0.927536231884058,1022,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Компьютерное зрение,2020-05-18 21:20:14.429
300,176.0,0.0,DevOps,Безопасность компьютерных систем,Моделирование временных рядов,Анализ неструктурированных данных,aeb7bb1e047c392b7e5e39225cd86422,False,Да,False,0.0,0.0,0.8985507246376812,1039,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Обучение с подкреплением,2020-05-18 21:29:50.807
301,172.0,0.0,Соревновательный анализ данных,Глубинное обучение в обработке звука,Анализ неструктурированных данных,Сбор и обработка данных с помощью краудсорсинга,75be5480aae801322ab8ee4b8f4517a3,False,Да,False,0.0,0.0,0.644927536231884,1112,Обучение с подкреплением,Конфликты и кооперация,Методы сжатия и передачи медиаданных,2020-05-18 21:31:00.936
302,175.0,0.0,DevOps,Сбор и обработка данных с помощью краудсорсинга,Байесовские методы машинного обучения,Глубинное обучение в обработке звука,5a733a19a3bdad95c1b5eac59c5b764b,False,Да,False,0.0,0.0,0.2753623188405797,1207,Проектирование и разработка высоконагруженных сервисов,Компьютерное зрение,Генеративные модели в машинном обучении,2020-05-18 21:40:08.787
303,174.0,0.0,DevOps,Анализ неструктурированных данных,Глубинное обучение в обработке звука,Моделирование временных рядов,5ac46b96ef57b09c77dc50a6da3f39a5,False,Да,False,0.0,0.0,0.6594202898550725,1108,Обучение с подкреплением,Методы сжатия и передачи медиаданных,Компьютерное зрение,2020-05-18 21:45:27.359
304,172.0,0.0,DevOps,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Анализ неструктурированных данных,d40cbae8cfc9e6c5d05831ef7e122f3e,False,Да,False,0.0,0.0,0.7246376811594203,1092,Проектирование и разработка высоконагруженных сервисов,Обучение с подкреплением,Компьютерное зрение,2020-05-18 21:46:53.813
305,175.0,0.0,Соревновательный анализ данных,Безопасность компьютерных систем,Высокопроизводительные вычисления,Сбор и обработка данных с помощью краудсорсинга,0a3bf60d68e9bcb118ba4b472eabebc8,False,Да,False,0.0,0.0,0.6884057971014492,1103,Методы сжатия и передачи медиаданных,Проектирование и разработка высоконагруженных сервисов,Конфликты и кооперация,2020-05-18 21:50:22.806
306,174.0,0.0,DevOps,Анализ неструктурированных данных,Сбор и обработка данных с помощью краудсорсинга,Безопасность компьютерных систем,22eda17f96bbf2d0fb857453e6101160,False,Да,False,0.0,0.0,0.3478260869565217,1198,Обучение с подкреплением,Конфликты и кооперация,Методы сжатия и передачи медиаданных,2020-05-18 22:02:44.205
307,176.0,0.0,DevOps,Высокопроизводительные вычисления,Безопасность компьютерных систем,Моделирование временных рядов,3eb1a783e55b0dd8bd2fa69eeeeecd4e,False,Да,False,0.0,0.0,0.3623188405797102,1196,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Символьные вычисления,2020-05-18 22:11:52.305
308,171.0,0.0,DevOps,Байесовские методы машинного обучения,Анализ неструктурированных данных,Сбор и обработка данных с помощью краудсорсинга,f98ac9a12b43a53c0fa44491cb56890c,False,Да,False,0.0,0.0,0.5289855072463768,1147,Обучение с подкреплением,Компьютерное зрение,Генеративные модели в машинном обучении,2020-05-18 22:14:40.670
309,172.0,0.0,DevOps,Безопасность компьютерных систем,Байесовские методы машинного обучения,Statistical Learning Theory,eb1d7205d913319ef3d48e0719839849,False,Да,False,0.0,0.0,0.6086956521739131,1127,Обучение с подкреплением,Символьные вычисления,Генеративные модели в машинном обучении,2020-05-18 22:16:05.567
310,171.0,0.0,DevOps,Байесовские методы машинного обучения,Глубинное обучение в обработке звука,Statistical Learning Theory,67e4ec4fe5c0601815692fbd6d403fb7,True,Да,False,0.0,0.0,0.01449275362318836,1335,Обучение с подкреплением,Проектирование и разработка высоконагруженных сервисов,Генеративные модели в машинном обучении,2020-05-18 22:20:02.655
311,176.0,0.0,DevOps,Высокопроизводительные вычисления,Сбор и обработка данных с помощью краудсорсинга,Байесовские методы машинного обучения,7af276b31fb741aa81baa85aa5c82bd9,False,Да,False,0.0,0.0,0.5,1158,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Генеративные модели в машинном обучении,2020-05-18 22:39:55.634
312,174.0,0.0,DevOps,Анализ неструктурированных данных,Statistical Learning Theory,Принятие решений в условиях риска и неопределённости,d9c068e5578253c2b0721558dd0813e1,False,Нет,False,0.0,0.0,0.8079710144927537,1075,Конфликты и кооперация,Обучение с подкреплением,Символьные вычисления,2020-05-18 22:40:28.531
313,174.0,0.0,DevOps,Анализ неструктурированных данных,Сбор и обработка данных с помощью краудсорсинга,Глубинное обучение в обработке звука,338374a0f16d72f8c9066ca658c1ee04,False,Да,False,0.0,0.0,0.6811594202898551,1104,Обучение с подкреплением,Генеративные модели в машинном обучении,Компьютерное зрение,2020-05-18 22:40:32.790
314,173.0,0.0,DevOps,Высокопроизводительные вычисления,Моделирование временных рядов,Байесовские методы машинного обучения,dc7f705ae386b0457542a833571d51d0,True,Нет,False,0.0,0.0,0.04347826086956519,1307,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Обучение с подкреплением,2020-05-18 22:43:00.850
315,173.0,0.0,DevOps,Анализ неструктурированных данных,Безопасность компьютерных систем,Глубинное обучение в обработке звука,de539be8b29b3afa002184e28d63c670,False,Да,False,0.0,0.0,0.9492753623188406,1015,Обучение с подкреплением,Методы сжатия и передачи медиаданных,Проектирование и разработка высоконагруженных сервисов,2020-05-18 22:43:06.815
316,171.0,0.0,Соревновательный анализ данных,Анализ неструктурированных данных,Глубинное обучение в обработке звука,Сбор и обработка данных с помощью краудсорсинга,1d30f1c70a51faa60f497fe959851731,False,Да,False,0.0,0.0,0.355072463768116,1197,Обучение с подкреплением,Генеративные модели в машинном обучении,Компьютерное зрение,2020-05-18 22:44:24.510
317,171.0,0.0,DevOps,Байесовские методы машинного обучения,Сбор и обработка данных с помощью краудсорсинга,Анализ неструктурированных данных,d9133abde61da78a0b956af5dad1228a,False,Да,False,0.0,0.0,0.2318840579710145,1223,Обучение с подкреплением,Генеративные модели в машинном обучении,Компьютерное зрение,2020-05-18 22:52:12.199
318,175.0,0.0,DevOps,Высокопроизводительные вычисления,Безопасность компьютерных систем,Моделирование временных рядов,b243a77fa09641c7f0a0b7dfb7a541df,False,Нет,False,0.0,0.0,0.06521739130434778,1294,Методы сжатия и передачи медиаданных,Проектирование и разработка высоконагруженных сервисов,Численные методы,2020-05-18 22:52:40.757
319,171.0,0.0,Соревновательный анализ данных,Глубинное обучение в обработке звука,Анализ неструктурированных данных,Моделирование временных рядов,6a93fcbc79d0df6ddeba3b46739fc3d8,False,Да,False,0.0,0.0,0.07971014492753625,1286,Компьютерное зрение,Генеративные модели в машинном обучении,Обучение с подкреплением,2020-05-18 22:55:44.542
320,175.0,0.0,DevOps,Безопасность компьютерных систем,Глубинное обучение в обработке звука,Сбор и обработка данных с помощью краудсорсинга,ba028043babda44219f3346809874ca3,False,Да,False,0.0,0.0,0.427536231884058,1174,Проектирование и разработка высоконагруженных сервисов,Компьютерное зрение,Обучение с подкреплением,2020-05-18 23:01:20.079
321,173.0,0.0,Соревновательный анализ данных,Анализ неструктурированных данных,Сбор и обработка данных с помощью краудсорсинга,Моделирование временных рядов,01b072a0cdb45814fc4ab8ca3e621f0e,False,Да,False,0.0,0.0,0.8478260869565217,1058,Обучение с подкреплением,Компьютерное зрение,Символьные вычисления,2020-05-18 23:01:39.666
322,175.0,0.0,DevOps,Высокопроизводительные вычисления,Безопасность компьютерных систем,Безопасность компьютерных систем,842a87d59de90b711fe3266830fe608c,False,Нет,False,0.0,0.0,0.3840579710144928,1188,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Компьютерное зрение,2020-05-18 23:01:42.225
323,174.0,0.0,Введение в дифференциальную геометрию,Сбор и обработка данных с помощью краудсорсинга,Принятие решений в условиях риска и неопределённости,Анализ неструктурированных данных,1021c681cf4b273ed4905d431e4c17ce,False,Да,False,0.0,0.0,0.4637681159420289,1165,Конфликты и кооперация,Численные методы,Символьные вычисления,2020-05-18 23:04:29.747
324,174.0,0.0,DevOps,Глубинное обучение в обработке звука,Моделирование временных рядов,Безопасность компьютерных систем,7378a3c0caf8ce5fdbb1e4370b346cb7,False,Да,False,0.0,0.0,0.8913043478260869,1043,Методы сжатия и передачи медиаданных,Компьютерное зрение,Обучение с подкреплением,2020-05-18 23:07:14.905
325,176.0,0.0,DevOps,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Высокопроизводительные вычисления,07b6ce7fd93bde95ce5fe14a5131a960,False,Да,False,0.0,0.0,0.4855072463768116,1160,Проектирование и разработка высоконагруженных сервисов,Методы сжатия и передачи медиаданных,Конфликты и кооперация,2020-05-18 23:10:45.547
